Time (Seconds),Leakage Current (mA),Earth Resistance (Ohms),Continuity Status
294885,1.629809931,89.83660857,1
294890,3.621392897,87.24071733,1
294895,0.938391197,91.70208301,1
294900,3.737916487,88.60440153,1
294905,2.211171718,68.82572206,0
294910,3.065997882,74.53877498,1
294915,1.264047092,7.501678744,1
294920,4.273118003,2.989871849,1
294925,0.949343009,90.0481556,1
294930,4.65016666,0.825045716,1
294935,0.400117001,50.60883524,1
294940,1.511109592,75.08304294,1
294945,2.858432939,53.51688046,1
294950,4.30649606,86.05740311,1
294955,2.927421798,92.16688632,0
294960,1.158957083,30.86342017,1
294965,4.309263594,55.65114557,1
294970,3.021194343,3.078122334,1
294975,1.238500152,40.4531982,1
294980,2.853033454,76.74877693,1
294985,3.408966382,19.88726194,1
294990,3.43458453,71.10269946,1
294995,3.647622584,5.635248581,1
295000,4.489116387,76.57602733,1
295005,4.141628041,32.87290634,1
295010,3.077715309,94.85261097,1
295015,0.257610487,99.26972709,1
295020,3.772659606,996.5930586,1
295025,4.877301171,46.47495057,1
295030,1.597276444,43.78559298,1
295035,3.073803223,34.61071686,1
295040,3.866466385,36.17782248,1
295045,3.231535999,47.60101479,1
295050,4.620489581,54.70962029,1
295055,2.419365802,29.53949604,1
295060,2.706049204,69.12465134,1
295065,0.287392613,93.22972771,1
295070,4.51108443,24.42530206,1
295075,1.385185778,58.67472853,1
295080,4.894263264,35.24875913,1
295085,1.090321174,54.1594504,1
295090,1.341932824,80.30099014,1
295095,2.474665607,1.195224585,0
295100,3.336450376,9.597765753,1
295105,2.259256578,95.55928024,1
295110,1.823901005,21.71786415,1
295115,2.746426191,47.84090326,1
295120,4.795661758,79.93518998,1
295125,4.813564782,2.422856878,1
295130,1.707419464,43.16631894,1
295135,3.432777341,13.67795254,1
295140,3.637370255,74.09506056,1
295145,3.301743928,21.23841757,1
295150,0.653750246,35.02363199,1
295155,2.743430693,64.46402553,1
295160,3.839932877,38.21550511,1
295165,1.083966827,20.61595378,1
295170,1.806223269,85.59863124,1
295175,1.098622151,62.59232553,1
295180,4.445949917,75.96064013,1
295185,4.306804919,95.21485775,1
295190,0.92909529,52.75800175,1
295195,3.82669615,75.81722794,1
295200,1.883482732,72.15563748,1
295205,3.462237821,47.95785792,1
295210,2.517503916,78.55177584,1
295215,2.412696779,92.66247449,1
295220,4.418295581,39.64092958,1
295225,3.221124901,11.63594347,1
295230,1.25526292,36.95036262,1
295235,0.642718893,46.90340855,1
295240,4.673693531,91.06328943,1
295245,0.851591163,42.14884563,1
295250,3.696974712,11.21138364,1
295255,2.529662634,92.31013712,1
295260,34.34454191,22.78936888,1
295265,3.905612477,7.59367094,0
295270,4.531974227,55.16295711,1
295275,0.695382377,42.07563163,1
295280,0.428735258,6.927618436,1
295285,4.264264761,99.86367693,1
295290,2.554671851,87.90857906,1
295295,3.405222759,5.520203299,1
295300,2.263253652,25.27372727,1
295305,2.120898457,57.15830015,1
295310,1.568329763,65.31562915,1
295315,2.858347963,9.437980058,1
295320,0.883058748,55.41170655,1
295325,3.614430772,98.3615056,1
295330,2.792205771,35.18991133,0
295335,4.252852146,26.10688033,1
295340,4.612969143,68.23953051,1
295345,4.512875142,10.62984776,1
295350,3.046031482,80.89019586,1
295355,1.661798095,18.03220317,1
295360,1.850131241,41.18561405,1
295365,3.297426715,12.10986299,1
295370,3.588638796,9.919876279,1
295375,0.890299122,46.08203612,1
295380,4.98995175,53.67705018,1
295385,0.626765185,23.16553161,1
295390,3.074751963,31.26475389,1
295395,2.702016102,510.5795136,1
295400,2.995842072,85.66105071,1
295405,2.715447831,98.07530092,1
295410,0.383759602,83.16820523,1
295415,4.980034554,65.35272798,1
295420,4.908257502,84.88007552,1
295425,2.669324538,68.15641078,1
295430,1.120909596,1.922513398,0
295435,0.996416237,73.68289256,1
295440,0.379537808,56.05558318,1
295445,3.09810888,82.05870051,1
295450,2.443359096,50.41347637,1
295455,2.13992774,89.39741051,1
295460,2.673545372,0.498255187,1
295465,4.376979341,58.79571322,1
295470,0.446521391,87.45036101,1
295475,2.766037411,99.29426591,1
295480,3.534982785,67.09029223,1
295485,4.856375199,7.36199765,1
295490,3.724491552,4.767831373,1
295495,2.785761262,16.88322314,1
295500,3.857166737,46.81674622,1
295505,4.985585314,62.38283915,1
295510,4.454798345,29.06594306,1
295515,0.536571782,64.81439878,1
295520,2.916656957,79.44424758,1
295525,3.953723363,31.64871235,1
295530,3.392189865,52.01241439,1
295535,2.143142528,76.02391638,1
295540,1.679977434,98.98705866,1
295545,3.17232418,23.51709621,1
295550,2.120606756,43.61306711,1
295555,2.020787907,2.02411697,1
295560,4.200034951,64.86040275,1
295565,1.646711574,4.230832529,1
295570,3.260127292,77.76944308,1
295575,4.379823846,35.30171369,1
295580,3.146682378,32.06430626,1
295585,2.514658124,58.76089191,1
295590,0.27298325,21.11921928,1
295595,3.439705516,56.7883058,1
295600,4.987877534,724.6908796,1
295605,4.061309711,10.0382004,1
295610,3.208884313,66.56355926,1
295615,2.39880806,74.15239406,1
295620,1.199188566,90.36907162,1
295625,3.491335074,65.60938479,1
295630,0.968779396,80.64918855,1
295635,4.446537408,41.43531668,1
295640,1.834544078,98.57792897,1
295645,2.059002406,30.95656592,1
295650,1.158603888,61.78168425,1
295655,2.460145522,34.98740508,1
295660,3.434227002,83.16159493,1
295665,1.583617934,83.77465534,1
295670,3.539004213,30.94304013,1
295675,3.140852849,57.33962999,0
295680,1.924702542,5.976173817,1
295685,1.632740635,16.49575093,1
295690,4.320513829,94.40963073,1
295695,0.158481544,67.01427195,1
295700,3.607937989,5.802736192,1
295705,2.144543942,93.65308711,1
295710,3.616689684,86.98271168,1
295715,2.586813814,27.62837806,1
295720,0.510917123,12.92959244,1
295725,4.912056512,44.04095025,1
295730,0.521623153,97.14811145,1
295735,0.876330756,22.00917592,1
295740,2.159642875,5.137536904,1
295745,4.728654586,58.90326675,1
295750,1.536053959,64.55622083,1
295755,2.886444489,11.77589914,1
295760,2.655038618,54.07036869,1
295765,1.717722854,5.439015999,1
295770,3.512028926,70.22771658,1
295775,2.55716542,60.53946575,0
295780,2.933604476,19.18179492,1
295785,1.129761564,83.5888854,0
295790,4.640090397,89.08727863,1
295795,0.641798149,63.73986995,1
295800,3.482319227,94.37845989,1
295805,4.440890942,52.35254453,1
295810,0.511701192,6.239000283,1
295815,0.240884916,38.76441468,1
295820,1.732453351,93.98833937,1
295825,3.970744873,51.87039011,1
295830,3.615095936,53.83827716,1
295835,4.128569719,725.640419,1
295840,2.047742871,66.04642994,1
295845,4.96941919,71.68921935,1
295850,1.893919915,85.40562567,1
295855,4.046377687,64.4091878,1
295860,1.818951468,26.87747021,1
295865,1.17037448,76.36050573,0
295870,1.749678458,45.9820497,1
295875,1.044121046,39.52929186,1
295880,0.732641972,94.20623324,1
295885,1.883423146,78.46526486,1
295890,0.819291509,21.16462808,0
295895,2.56141103,73.3498982,1
295900,0.273519908,98.20118259,0
295905,2.213506015,80.2368058,1
295910,4.794227055,56.97395334,1
295915,1.858340069,89.95783682,1
295920,0.77444253,19.69026719,1
295925,1.595463979,11.57828153,1
295930,3.977261775,16.54815586,1
295935,1.63692957,5.089411968,1
295940,1.979130091,91.60785034,1
295945,3.965053931,5.485001016,1
295950,1.376746421,45.66633652,1
295955,2.443624334,44.09541649,1
295960,0.409525093,18.56496364,1
295965,0.952945853,47.74693562,1
295970,1.126291813,26.60349355,1
295975,2.371549822,55.15621042,1
295980,4.122803862,30.33064572,1
295985,1.837099788,39.75551401,1
295990,1.964390014,98.15515622,1
295995,1.574925799,21.18860278,1
296000,1.670406168,94.32630293,1
296005,2.077171562,34.28141294,1
296010,4.507076091,66.71457197,1
296015,0.21944304,41.99854231,1
296020,3.160468116,16.62765513,1
296025,4.449646235,67.63072031,1
296030,2.143104439,61.14283873,1
296035,3.289476685,4.768174976,1
296040,2.970001441,36.93737448,1
296045,1.759294328,99.8434637,0
296050,0.77334745,10.24524696,1
296055,1.176124385,51.05976023,1
296060,0.381481157,12.42779362,1
296065,3.847164522,38.73301153,1
296070,2.710755022,600.4584252,1
296075,3.949604511,86.56516704,1
296080,1.52196364,4.18644625,1
296085,4.042893483,30.87998206,1
296090,1.615101481,25.33496421,1
296095,0.694536357,46.33290481,1
296100,2.71567257,82.94790064,1
296105,4.731948235,56.45844908,1
296110,2.13053084,95.96728681,1
296115,2.625404404,93.79872961,1
296120,2.311318118,35.3948946,1
296125,2.341430527,33.35288395,1
296130,1.150340961,94.44800284,1
296135,2.170163617,87.19217995,1
296140,2.534814755,81.80517482,1
296145,3.749806513,28.98776707,1
296150,0.785175977,14.10476421,1
296155,2.900908198,31.30634088,1
296160,3.344746306,32.88493504,1
296165,1.975684016,33.88288507,1
296170,2.790905427,82.19097651,1
296175,3.582636053,32.91491629,1
296180,2.378995935,28.34646341,0
296185,1.733419511,33.37499997,1
296190,4.14104579,80.69571765,1
296195,4.945202718,32.29375746,1
296200,1.161514209,13.5168274,1
296205,4.458034262,23.02096112,1
296210,2.772601434,91.79405858,1
296215,2.294823986,98.15895475,1
296220,4.476499391,79.98595495,1
296225,4.560660443,55.18185782,1
296230,1.436018112,30.55764134,1
296235,1.856024131,49.72756299,1
296240,4.274428784,16.32179962,1
296245,2.505040198,44.49228738,1
296250,1.511340602,74.4368148,1
296255,4.814662028,28.28515471,1
296260,1.163486607,63.52875704,1
296265,3.090652334,0.999109949,1
296270,2.196790459,909.9219759,1
296275,2.311377594,40.87487337,1
296280,0.619342042,18.65097148,1
296285,1.359977696,61.30433332,1
296290,0.918285755,23.67525532,0
296295,3.773161863,33.52334286,1
296300,3.518947555,68.68444211,1
296305,3.991109336,7.07017552,1
296310,3.526388111,7.530248979,1
296315,0.730680998,91.03987084,1
296320,4.895100703,57.0508767,1
296325,1.023732342,74.32891464,1
296330,1.817203376,24.37659282,1
296335,3.563698585,772.6309481,1
296340,0.788199748,74.40962874,1
296345,0.935480404,50.46192666,1
296350,4.395218206,62.65494437,1
296355,1.726873255,56.53750045,1
296360,3.361362803,64.40859629,1
296365,4.30786761,72.44249814,0
296370,4.868683572,0.9341396,1
296375,1.130399885,52.89063545,1
296380,0.702347752,89.79225162,1
296385,3.729611035,99.42198617,1
296390,1.022188945,84.10262332,1
296395,2.942931993,7.844775835,1
296400,2.70996132,28.46931688,1
296405,2.843624171,744.4677372,1
296410,3.283984918,8.625093544,1
296415,4.269371173,77.72056171,1
296420,1.431908604,33.09807182,1
296425,2.820692357,193.8206963,1
296430,1.749756627,63.42124804,1
296435,1.661796813,55.54261032,1
296440,0.200055795,20.57548316,1
296445,3.037071971,68.74744882,1
296450,4.865277243,79.51086013,1
296455,3.830156012,18.6371781,0
296460,1.289688785,91.21672582,1
296465,3.609011622,7.065883311,1
296470,1.556796762,0.302754906,1
296475,3.792881822,50.85696275,1
296480,4.289168586,35.43484569,1
296485,1.738214324,85.9742292,1
296490,0.110715301,68.91409345,1
296495,1.594585609,87.16136685,1
296500,1.108696254,62.30665042,0
296505,3.131211447,81.06250756,1
296510,1.521357129,8.503674813,1
296515,0.276626861,82.70397016,1
296520,2.703539437,38.93952026,1
296525,4.385959808,33.69026754,1
296530,2.31156117,37.35843521,1
296535,1.943857607,52.65479861,0
296540,0.974729852,42.61074678,1
296545,1.998173071,97.98367602,1
296550,1.721502931,51.61565413,1
296555,4.975122561,24.3382222,1
296560,0.249300575,71.49974033,1
296565,1.270357049,91.91985219,1
296570,0.436282064,6.162446742,1
296575,4.301349727,80.70540852,1
296580,2.144816067,45.09137135,1
296585,4.001721797,63.67078647,1
296590,3.491555064,36.54138149,1
296595,4.647354747,27.62498626,1
296600,0.216444785,29.00554262,1
296605,1.115989686,29.33424896,1
296610,3.539960683,88.33595802,1
296615,2.967596552,48.78518469,1
296620,3.503835225,71.93267661,1
296625,2.91985065,97.97773974,1
296630,2.947003946,29.32092294,1
296635,4.669612732,0.210132695,1
296640,4.614331939,75.10071924,1
296645,0.286183704,39.0713752,1
296650,2.1269758,86.63239765,1
296655,2.601796047,32.11952964,1
296660,1.853731938,10.05354793,1
296665,0.342836257,54.34995547,1
296670,2.414261841,66.27164466,1
296675,4.880912263,43.25551591,1
296680,0.453835275,79.05849133,1
296685,4.10172429,86.62929914,1
296690,1.058697588,2.589387591,1
296695,2.926295223,84.1964632,1
296700,1.996450449,77.68086919,1
296705,1.810140452,5.032452318,1
296710,4.365026658,90.75706378,1
296715,4.870026285,26.82243496,1
296720,1.994668885,84.55191431,1
296725,3.238172526,40.08471003,1
296730,2.826427372,88.84184952,1
296735,0.476915849,67.10657364,1
296740,0.301688369,57.59529534,1
296745,3.88968415,41.64871271,1
296750,2.033217848,14.01028688,1
296755,1.607113306,70.08607624,1
296760,4.929355555,48.71695862,1
296765,0.517626991,54.23681601,1
296770,1.418406504,53.36667189,1
296775,4.298328196,79.99568632,1
296780,2.133493914,8.902305867,1
296785,2.962810784,80.31119082,1
296790,0.337072654,7.234596586,1
296795,4.609430329,33.09216219,1
296800,0.770901749,98.99765609,1
296805,1.145493871,83.13249378,1
296810,0.868301456,58.86426688,1
296815,2.53775269,24.53911636,1
296820,4.102583971,67.62601408,1
296825,1.407921823,85.76848076,1
296830,0.797370162,71.53038841,1
296835,2.108616006,75.72226515,0
296840,4.910109908,20.36128764,1
296845,0.154184586,49.32303804,1
296850,2.569589969,28.69071233,1
296855,3.379903818,31.16611725,1
296860,4.0529317,94.6297641,1
296865,3.75633506,62.03185225,0
296870,0.46469545,20.7588553,1
296875,2.363165181,27.67522516,1
296880,0.485872939,790.1161391,1
296885,3.137291077,8.475454455,0
296890,0.477454591,98.37745138,1
296895,0.337232559,65.1355421,1
296900,1.599537908,35.41519562,1
296905,4.700275967,84.11306485,1
296910,3.578983019,92.26450328,1
296915,0.11972732,57.34234124,1
296920,1.495167217,88.29305955,1
296925,0.185739688,65.13931003,1
296930,1.542123614,38.79373228,1
296935,3.458911663,94.80813874,1
296940,3.822915491,24.00648538,1
296945,4.040128258,98.57805918,1
296950,4.558951474,41.40769802,1
296955,1.892386852,94.1720126,1
296960,4.326728813,25.2153264,1
296965,3.665576773,50.00433748,1
296970,2.735003659,92.08289371,1
296975,4.777690725,58.37026299,1
296980,4.743930571,84.47876956,1
296985,4.498260977,37.76980648,1
296990,1.090913878,40.46777156,1
296995,1.11864507,68.35990618,1
297000,4.514914463,15.26083581,1
297005,2.049774439,6.30987297,1
297010,4.007476875,2.475166314,1
297015,3.466009037,39.05973079,1
297020,3.835548283,75.03915451,1
297025,0.228741781,48.65667557,1
297030,2.206789876,413.0832591,1
297035,4.299758178,6.473266961,1
297040,2.500635657,7.778732859,1
297045,3.4816562,20.41174963,1
297050,3.804164324,71.44521019,1
297055,0.691716064,1.519594478,1
297060,0.863153284,80.74034329,1
297065,3.650312727,49.19095097,1
297070,0.367395695,23.61279622,1
297075,1.775287061,10.54326767,1
297080,4.598609618,83.15767308,1
297085,2.91434363,76.0578494,1
297090,4.561344904,3.282459644,1
297095,1.616140612,54.90238665,1
297100,3.219469405,30.84407262,1
297105,1.505039585,18.50910581,1
297110,0.644496807,56.53823797,1
297115,4.954407041,50.65590939,1
297120,0.963537532,13.90872611,1
297125,1.023564519,22.31000355,1
297130,4.225400008,546.9414289,1
297135,4.030961228,29.373243,1
297140,4.891366335,64.45774842,1
297145,0.451545676,71.0198971,1
297150,0.561215404,10.68099482,1
297155,2.298698576,62.7689259,1
297160,2.999562414,60.73549468,1
297165,0.286342996,10.04084088,1
297170,0.87611,49.92072629,1
297175,3.546343767,75.27757774,1
297180,62.46635535,91.6652841,1
297185,0.539462398,27.42507929,1
297190,4.665164307,27.01758305,0
297195,1.348342645,26.49094675,1
297200,4.447430168,45.72858002,1
297205,4.622642036,85.92082031,1
297210,2.501341582,3.78425935,1
297215,2.118635893,73.06894649,1
297220,1.462871562,35.7030184,1
297225,4.056171794,48.0084232,1
297230,1.063284032,63.10893941,1
297235,3.148410383,33.53109713,1
297240,2.878956837,35.40223762,1
297245,1.319585439,57.16036248,1
297250,4.916931136,52.52698609,1
297255,4.246988567,66.71521179,1
297260,0.200589293,63.70486832,1
297265,2.169036877,6.644500729,1
297270,1.858962446,48.47660125,1
297275,4.425765371,18.8733868,1
297280,1.396027942,27.09948398,1
297285,4.992408192,770.1801234,1
297290,1.080390008,91.17217981,1
297295,32.72602415,11.71952958,1
297300,3.36379995,65.89472776,1
297305,0.889178679,99.96632359,1
297310,4.455130807,32.0666989,1
297315,0.638652881,1.871990194,1
297320,4.918255356,79.75412038,0
297325,4.385751331,381.0250582,1
297330,4.214316882,64.97849618,1
297335,2.095364944,19.3853691,1
297340,2.616844123,39.16297013,1
297345,2.336153652,20.63632291,1
297350,4.938391953,70.55234586,1
297355,0.270647113,26.93696773,1
297360,1.970373977,13.16824682,1
297365,4.84510277,1.642732061,1
297370,76.52838137,91.99567496,1
297375,2.052078309,69.44772653,1
297380,3.193373657,38.0224788,1
297385,4.545617148,90.01347325,1
297390,44.79050709,96.72367637,1
297395,4.74326646,78.77329153,1
297400,1.484552273,74.94298761,1
297405,4.095432881,22.1599655,1
297410,1.451606866,11.14215052,1
297415,0.457619899,15.73458993,1
297420,4.08028248,96.13015131,1
297425,2.305374301,498.4728795,1
297430,2.014669812,25.37266646,1
297435,2.20642657,57.63902673,1
297440,3.096723794,857.6182334,1
297445,1.387197931,51.71416008,1
297450,1.262645209,72.24874657,1
297455,2.468852175,12.45812605,1
297460,0.27460351,69.01316578,1
297465,3.249962025,55.2032931,1
297470,4.131935983,26.33114726,1
297475,3.664342279,61.2837998,1
297480,2.399582191,92.20583799,0
297485,2.870412545,30.26095817,1
297490,0.228285831,62.45622058,1
297495,4.570533477,23.65313056,1
297500,2.83450652,52.06430938,1
297505,1.650404636,65.69924477,1
297510,1.538553418,82.56909169,1
297515,3.332324619,65.79480814,1
297520,2.963211662,97.94240499,1
297525,1.020428628,65.21149597,1
297530,2.108603673,30.06733162,1
297535,3.41328869,87.6279417,1
297540,1.558508196,11.99925872,1
297545,2.595455206,51.02934374,1
297550,1.348908429,45.60508401,1
297555,0.451239391,55.88674367,1
297560,2.002404271,75.20728671,1
297565,3.687178622,24.48354403,1
297570,1.147867117,49.0616687,1
297575,3.797066726,58.67887072,1
297580,3.380512447,48.31121069,1
297585,2.586114814,47.05922455,1
297590,4.860132807,38.54559592,1
297595,4.428731273,61.0440487,1
297600,2.859563477,48.43700238,1
297605,2.833121387,45.1187439,1
297610,1.461079376,79.26083455,1
297615,4.608972246,87.86543804,1
297620,4.490049871,43.31762199,1
297625,3.73607892,71.64056991,1
297630,0.726622118,89.34538244,1
297635,3.547865175,1.758120649,0
297640,1.340258375,3.633908048,1
297645,1.025167993,869.490961,1
297650,3.820137284,63.94174562,1
297655,4.802691397,8.451748851,1
297660,0.633638052,8.854845524,1
297665,0.903482676,31.09461482,1
297670,1.174248993,39.31965053,1
297675,4.81826427,677.050621,1
297680,3.512351638,317.8691195,1
297685,3.423611001,68.01341691,1
297690,2.574631321,93.47825458,1
297695,2.734219336,36.99550674,1
297700,1.521848939,5.807432576,1
297705,0.857285375,4.545051295,1
297710,3.923349609,67.14629417,1
297715,2.406394528,97.49717785,1
297720,1.354442584,31.44139444,1
297725,3.200627294,6.916878074,1
297730,1.126350227,67.16943583,1
297735,2.495003983,0.5967528,1
297740,1.032078474,45.75997109,1
297745,3.822389802,56.50104595,1
297750,1.671929305,45.08253397,1
297755,2.264324912,76.06289513,1
297760,3.798918052,92.45312492,1
297765,3.332022171,53.48634963,1
297770,2.058545764,78.58302289,1
297775,0.448037201,2.131843711,1
297780,4.615874267,22.94283859,1
297785,0.138833363,96.3959857,1
297790,3.699511298,19.96869171,1
297795,4.73247956,56.44955966,0
297800,1.602688164,56.38431247,1
297805,0.46966754,73.57610197,1
297810,1.322770601,747.473417,0
297815,1.635749607,31.21160231,0
297820,2.311469383,3.519847062,1
297825,2.673671549,62.63119173,1
297830,3.654118222,57.49112811,1
297835,4.514484453,43.40559739,1
297840,2.377488552,690.4719235,1
297845,3.757009334,11.74592368,1
297850,0.723274758,25.36539664,1
297855,1.711037672,76.49024749,1
297860,0.678588203,15.96392097,1
297865,3.489531815,85.42052081,1
297870,4.547462287,37.81146594,1
297875,4.45638486,98.68834447,0
297880,1.699596912,42.1917055,1
297885,1.247675258,18.58751365,1
297890,1.442846418,55.19948027,1
297895,1.507939645,5.846804377,1
297900,0.503004209,52.3871982,1
297905,0.753386283,866.6018502,1
297910,1.150969873,88.39704141,1
297915,0.140028113,24.42664551,0
297920,0.331426985,46.02516491,1
297925,3.522896356,476.80071,1
297930,3.134686387,30.83052436,1
297935,4.732569014,23.7736959,1
297940,2.06860991,3.680836214,1
297945,2.277225222,71.61554791,1
297950,0.431902097,53.02376146,1
297955,0.846028143,61.92319087,1
297960,3.488876203,17.70850936,1
297965,1.251694694,20.67972336,1
297970,3.889059053,75.690943,1
297975,3.55783238,76.70199605,1
297980,3.761585799,92.67547179,1
297985,3.483854869,34.46944969,0
297990,3.567547473,61.32085977,1
297995,2.779317661,34.03134753,1
298000,3.423361552,55.04707029,1
298005,2.678278782,68.87174468,1
298010,1.109834001,91.53100502,1
298015,1.166277078,85.60285588,0
298020,2.085983192,67.2555076,1
298025,0.168195359,2.047694741,1
298030,4.457554551,7.340083951,1
298035,1.414504413,4.377200804,1
298040,0.352536506,84.99807272,1
298045,2.179685481,357.3987618,1
298050,4.096429743,98.86987965,1
298055,2.047028449,31.16701906,1
298060,1.387147012,86.58086594,1
298065,2.770021675,60.46442862,1
298070,2.914464327,86.72649732,1
298075,3.820029475,45.64131013,1
298080,4.018792431,98.33415826,1
298085,3.560417965,44.3095951,1
298090,0.12223925,15.67324713,1
298095,0.11018434,66.41443225,1
298100,4.889504933,8.399164249,1
298105,1.394605012,40.62129022,1
298110,1.48351694,93.83304706,0
298115,3.687981414,47.65104321,1
298120,2.949769967,347.180075,1
298125,2.371465733,72.38103927,1
298130,0.670554521,85.80018855,1
298135,0.499289565,28.20201995,1
298140,3.547753606,63.33866387,1
298145,0.710561974,7.821578044,0
298150,2.23547025,38.43763987,1
298155,3.707017759,42.96875536,1
298160,4.623674818,2.1597131,1
298165,4.380571697,81.45789524,1
298170,4.333764943,96.19396852,1
298175,1.856639304,54.19682371,1
298180,4.643136944,82.03790135,1
298185,3.44994538,36.57209108,0
298190,4.443789658,31.96581728,1
298195,0.535730379,53.57054836,0
298200,0.29383498,402.5438739,1
298205,2.205267288,41.48894347,1
298210,4.157274026,44.13128533,1
298215,2.101810389,6.484242661,1
298220,4.434770958,38.43488995,1
298225,1.250389681,0.805470367,1
298230,0.292786262,77.27839461,1
298235,3.830302809,96.89283808,1
298240,3.168225105,15.31771467,1
298245,2.256443732,72.78180137,1
298250,4.241762683,41.7636486,1
298255,4.13846096,78.07548359,1
298260,1.690217677,93.49665891,1
298265,4.206072109,12.91189278,1
298270,1.791276221,29.83916033,1
298275,3.147323809,30.79021656,1
298280,1.043238246,10.29419379,1
298285,1.394541701,66.47024538,1
298290,2.29460277,96.69885749,1
298295,1.641520616,8.22981311,1
298300,0.732797972,65.41519184,1
298305,2.463381974,47.24518517,1
298310,2.605651312,60.5856279,1
298315,0.877659072,82.55744854,1
298320,0.954135196,26.76292468,1
298325,0.243800674,7.707856068,1
298330,0.248718047,48.40658525,1
298335,62.01051475,19.58894972,1
298340,0.818596459,33.31506501,1
298345,4.603549062,42.97151658,1
298350,1.077129446,368.0220952,1
298355,0.42321178,64.32565157,1
298360,2.080432419,33.52112575,1
298365,1.04308311,8.573115986,1
298370,0.402669759,95.70157456,0
298375,3.788364601,0.276663789,1
298380,2.829782634,69.30207971,1
298385,0.379352911,0.433625209,1
298390,2.393292846,49.09567921,1
298395,0.290281247,14.37508259,0
298400,1.836139598,4.412731587,1
298405,1.880104953,79.08744462,1
298410,4.132616705,39.60905785,1
298415,3.70289649,23.37473037,1
298420,4.495024375,30.11696525,1
298425,0.788535895,68.67726501,1
298430,2.715445347,22.55660755,1
298435,0.198933292,81.77086898,1
298440,4.145057812,88.19754541,1
298445,1.896243417,37.00389648,1
298450,0.439602568,65.37649436,1
298455,1.690820448,39.83377623,1
298460,1.505870823,6.13065807,1
298465,3.853405884,85.58667253,1
298470,0.720395967,89.8859873,1
298475,2.823299077,52.65586618,1
298480,3.990204016,14.80321466,1
298485,3.723736688,17.45787194,1
298490,4.685935082,0.321972097,1
298495,0.103085777,64.48542005,1
298500,1.833627521,27.00043272,1
298505,1.910959391,16.08182698,1
298510,21.31517497,25.56294397,1
298515,4.10460637,120.0781637,1
298520,3.4755643,43.94627883,1
298525,2.687603713,74.78258426,1
298530,2.08459279,91.08373092,1
298535,4.487536894,24.7420214,1
298540,1.39587959,97.50768824,1
298545,1.739253304,99.03211035,1
298550,4.767894115,935.6697895,1
298555,0.416662615,756.4322415,1
298560,3.925000254,44.9007887,1
298565,3.618492717,1.47200033,1
298570,4.519253298,16.71665963,0
298575,0.543760302,12.48825903,1
298580,4.855175437,7.192197179,0
298585,0.241305878,57.78746678,1
298590,1.754746864,78.61416893,1
298595,0.51564992,17.88680356,1
298600,0.350763354,55.98675441,1
298605,4.827133259,53.28145805,1
298610,3.626374431,50.04262688,1
298615,2.577880244,14.15248498,1
298620,0.630126476,7.013261062,1
298625,2.677514743,9.451605269,1
298630,1.668255868,89.9921919,1
298635,1.430777659,313.5400678,1
298640,3.128707381,14.69769888,1
298645,3.975533573,14.13584455,1
298650,2.271968206,39.52810164,1
298655,2.517162913,33.39537208,1
298660,3.292000981,1.145973812,1
298665,0.710726409,45.28113497,1
298670,4.160172841,67.99716392,1
298675,4.200999412,38.32411046,1
298680,2.751128408,66.82834094,1
298685,1.019044412,27.73618433,0
298690,2.553741511,65.69881737,1
298695,0.619102481,37.42706244,1
298700,3.840118538,28.81951062,1
298705,1.62465407,46.37420984,1
298710,1.6243638,86.26768457,1
298715,4.730739178,42.41058544,1
298720,2.167107188,50.30167302,1
298725,3.96891895,38.81694694,1
298730,3.222097145,44.35937037,1
298735,1.649260953,80.39265682,1
298740,0.706574726,81.06179118,1
298745,4.008937304,91.64458275,0
298750,3.836268035,63.40175512,1
298755,0.928904348,0.147198428,1
298760,1.320667815,80.35008832,0
298765,3.854562782,97.27619538,1
298770,4.919791437,33.16269758,1
298775,4.233842304,66.936198,1
298780,3.4523426,27.29152203,1
298785,4.58558711,34.39015277,1
298790,1.497654777,387.186543,1
298795,0.147295777,80.0912988,1
298800,1.672743557,52.55632707,1
298805,4.862478161,17.13404179,1
298810,4.421654619,85.71302594,1
298815,0.346745655,96.03809642,1
298820,2.559596313,78.37914547,1
298825,0.487148335,88.0275952,1
298830,3.966253945,4.059291487,1
298835,1.925816313,45.38833848,1
298840,4.568530941,15.84231761,1
298845,0.366817191,62.18525811,1
298850,3.69658272,71.84350515,1
298855,2.056892271,41.71415561,1
298860,1.414309435,347.7850507,1
298865,2.635500777,92.70424735,1
298870,2.47888482,88.29600165,1
298875,1.8091734,38.70444264,1
298880,3.279397032,52.2960521,1
298885,3.340449615,32.68221961,1
298890,0.477977102,3.540526026,1
298895,3.017533852,49.94318283,1
298900,3.582602128,974.8811324,1
298905,0.471853448,10.70329753,1
298910,3.329740133,54.76327222,1
298915,4.039488465,94.6566165,1
298920,4.176525549,90.66688922,1
298925,0.304072117,74.38113873,1
298930,3.517345619,50.76528404,1
298935,4.005185198,69.03683537,1
298940,2.044431712,1.305770202,1
298945,2.759919745,1.299632369,1
298950,1.399066324,26.95445041,1
298955,1.620181987,96.40387616,1
298960,2.557935791,51.48840577,1
298965,0.840577793,25.21142318,1
298970,1.915532387,54.60124025,1
298975,1.577034627,23.90069724,1
298980,1.267423056,88.06624783,1
298985,2.471054675,12.94119135,1
